Respondent ID,Collector ID,,,,,,,,What is your age?,What is your gender?,,In what country were you born?,In what country do you live?,Where did you grow up (K-12 education)?If lived in multiple places please select the most relevant region based on where you lived the longest or where you had the most of your foreign language education.,How many foreign languages did you learn (even at a basic level)?,Which languages did you learn?,,,,,,,,,,,,,,,Which languages are you fluent in?(Not including your 1st language),,,,,,,,,,,,,,,How many countries have you lived in?,In which country/countries do you hold citizenship?,,,,,,,,,,
10810306693,237738673,,,,,,,,25 to 34,Female,,Germany,Germany,Germany,3,English,,Spanish,French,,,,,,,,,,,,English,,,French,,,,,,,,,,,,2,,,,Germany,,,,,,,
10809866612,237738673,,,,,,,,45 to 54,Female,,United States of America (Northeast),United States of America (West),United States of America (Northeast),1,,,,French,,,,,,,,,,,,,,,,,,,,,,,,,,none,1,United States,,,,,,,,,,
10809647344,237738673,,,,,,,,25 to 34,Female,,France,China,France,5+,English,,Spanish,,Mandarin,,Korean,,,,,Japanese,,,,English,,,,Mandarin,,,,,,,,,,,2,,,,,,France,,,,,
10809543761,237738673,,,,,,,,18 to 24,Female,,United Kingdom of Great Britain and Northern Ireland,United States of America (South),United States of America (Northeast),4,English,,Spanish,French,,,,,,,,,,,Twi,,,,,,,,,,,,,,,Twi,2,United States,UK,,,,,,,,,
10809355524,237738673,,,,,,,,18 to 24,Female,,Malaysia,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,3,English,,,French,,,Korean,,,,,,,,,English,,,,,,,,,,,,,,,3,,,,,,France,,,,,
10808647497,237738673,,,,,,,,25 to 34,Female,,United States of America (Midwest),United Kingdom of Great Britain and Northern Ireland,United States of America (Midwest),2,English,,,,,,,,,,,,,,ASL,,,,,,,,,,,,,,,,5+,United States,,,,,,,,,,
10807901145,237738673,,,,,,,,45 to 54,Male,,Greece,Greece,Greece,3,English,German,,French,,,,,,,,,,,,English,,,French,,,,,,,,,,,,1,,,,,,,,,,,Greece
10807741374,237738673,,,,,,,,18 to 24,Female,,Poland,Netherlands,Poland,4,English,German,,,,,,,,Italian,,,,,"danish, polish",English,,,,,,,,,,,,,,,4,,,,,,,,,,,poland
10807503611,237738673,,,,,,,,18 to 24,Female,,United States of America (Northeast),United States of America (Northeast),United States of America (South),2,,German,Spanish,,,,,,,,,,,,,English,,,,,,,,,,,,,,,3,United States,,,,,,,,,,
10807370788,237738673,,,,,,,,18 to 24,Female,,Netherlands,New Zealand,Netherlands,3,English,German,,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,1,,,,,,,,,,,The Netherlands
10807191056,237738673,,,,,,,,25 to 34,Female,,Canada,Canada,Canada,5+,English,,Spanish,French,Mandarin,,,,,,,,,,Cantonese,,,,,Mandarin,,,,,,,,,,,4,,,,,,,,,,,Canada
10806038665,237738673,,,,,,,,18 to 24,Female,,Germany,United Kingdom of Great Britain and Northern Ireland,Germany,1,,,Spanish,,,,,,,,,,,,,,German,,,,,,,,,,,,,,5+,United States,,,Germany,,,,,,,
10806012029,237738673,,,,,,,,25 to 34,Female,,Germany,Netherlands,Germany,4,English,,Spanish,French,,,,,,,,,,,dutch,English,German,,French,,,,,,,,,,,Dutch,5+,,,,Germany,,,,,,,
10805804697,237738673,,,,,,,,18 to 24,Male,,Belgium,Belize,Belgium,5+,English,German,,French,,,,,,Italian,,,,,Dutch,English,,,,,,,,,,,,,,,2,,,,,,,,,,,Belgium
10805788349,237738673,,,,,,,,25 to 34,Female,,Slovakia,United Kingdom of Great Britain and Northern Ireland,Slovakia,5+,English,,Spanish,French,,,,,Russian,,,,,,"hungarian, czech, polish",English,,Spanish,,,,,,,,,,,,czech,2,,UK,,,,,,,,,slovakia
10805170622,237738673,,,,,,,,18 to 24,Female,,Australia,Australia,Australia,3,,,,French,,,,,,Italian,,Japanese,,,,,,,,,,,,,,,,,,,2,,,,,,,Italy,,,,Australia
10805099427,237738673,,,,,,,,18 to 24,Male,,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,2,,German,,French,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,UK,,,,,,,,,
10804675169,237738673,,,,,,,,18 to 24,Male,,Austria,Austria,Austria,4,English,German,Spanish,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,1,,,Austria,,,,,,,,
10804626751,237738673,,,,,,,,18 to 24,Male,,Netherlands,Netherlands,Netherlands,3,English,German,,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,1,,,,,,,,,,,Netherlands
10804443753,237738673,,,,,,,,25 to 34,Female,,Ukraine,United Kingdom of Great Britain and Northern Ireland,Hungary,2,English,German,,,,,,,,,,,,,,English,German,,,,,,,,,,,,,,3,,,,,,,,,,,Hungary
10804378261,237738673,,,,,,,,25 to 34,Female,,Germany,United Kingdom of Great Britain and Northern Ireland,Germany,2,English,,,French,,,,,,,,,,,,English,German,,,,,,,,,,,,,,5+,,,,Germany,,,,,,,
10804377005,237738673,,,,,,,,18 to 24,Female,,Canada,Canada,Canada,2,,,,French,,,,,,,,,,,Punjabi,,,,,,,,,,,,,,,Punjabi,3,,,,,,,,,,,Canada
10804324721,237738673,,,,,,,,18 to 24,Female,,Spain,Spain,Spain,3,English,,,French,,,,,,Italian,,,,,,English,,,,,,,,,,,,,,,3,,,,,,,,,Spain,,
10804263797,237738673,,,,,,,,18 to 24,Female,,Peru,Japan,Peru,2,English,,,,,,,,,,,Japanese,,,,English,,,,,,,,,,,Japanese,,,,3,,,,,,,,,,,Peru
10803471342,237738673,,,,,,,,35 to 44,Male,,United States of America (Midwest),United States of America (South),United States of America (Midwest),2,English,,Spanish,French,,,,,,,,,,,,,,,,,,,,,,,,,,,2,United States,,,,,,,,,,
10803340708,237738673,,,,,,,,18 to 24,Female,,Netherlands,Netherlands,Netherlands,4,English,German,,French,,,,,,,,,,,Dutch,English,,,,,,,,,,,,,,,2,,,,,,,,,,,Netherlands
10803253574,237738673,,,,,,,,18 to 24,Female,,Russian Federation,Germany,Russian Federation,4,English,German,Spanish,,Mandarin,,,,,,,,,,,English,German,,,,,,,,,,,,,,2,,,,,,,,Russia,,,
10803105278,237738673,,,,,,,,25 to 34,Female,,Netherlands,Netherlands,Dominican Republic,2,English,,Spanish,,,,,,,,,,,,,English,,Spanish,,,,,,,,,,,,,2,,,,,,,,,,,Netherlands
10802967020,237738673,,,,,,,,25 to 34,Male,,Netherlands,Netherlands,Netherlands,3,English,German,Spanish,,,,,,,,,,,,,English,,,,,,,,,,,,,,,1,,,,,,,,,,,holland
10802723696,237738673,,,,,,,,25 to 34,Female,,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,0,English,,,,,,,,,,,,,,Romanian,,,,,,,,,,,,,,,,1,,UK,,,,,,,,,
10802629232,237738673,,,,,,,,18 to 24,Male,,United States of America (West),United States of America (West),Austria,2,,German,,French,,,,,,,,,,,,English,,,French,,,,,,,,,,,,3,United States,,,,,,,,,,
10802572439,237738673,,,,,,,,25 to 34,Female,,Italy,Italy,Italy,3,English,German,Spanish,,,,,,,,,,,,,,German,Spanish,,,,,,,,,,,,,2,,UK,,,,,,,,,
10802206364,237738673,,,,,,,,25 to 34,Female,,India,India,India,1,English,,,,,,,,,,,,,,,English,,,,,,,Hindi,,,,,,,,1,,,,,,,,,,,india
10802158500,237738673,,,,,,,,25 to 34,Male,,Germany,Ecuador,Germany,4,English,German,Spanish,French,,,,,,,,,,,,English,German,,French,,,,,,,,,,,,5+,,,,Germany,,,,,,,
10802091060,237738673,,,,,,,,18 to 24,Female,,Russian Federation,Netherlands,Russian Federation,2,English,,,French,,,,,,,,,,,,English,,,,,,,,Russian,,,,,,,1,,,,,,,,Russia,,,
10802078469,237738673,,,,,,,,18 to 24,Male,,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,3,,,,French,Mandarin,,,,,Italian,,,,,,,,,,,,,,,,,,,,,1,,UK,,,,,Italy,,,,
10801888290,237738673,,,,,,,,18 to 24,Male,,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,2,English,,Spanish,French,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,UK,,,,,,,,,
10801871689,237738673,,,,,,,,18 to 24,Female,,Netherlands,Netherlands,Netherlands,3,English,German,,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,,,,,,Netherlands
10801835787,237738673,,,,,,,,18 to 24,Male,,Netherlands,Netherlands,Netherlands,3,English,German,,French,,,,,,,,,,,Danish,English,,,,,,,,,,,,,,,1,,,,,,,,,,,Denmark
10801806834,237738673,,,,,,,,18 to 24,Female,,Kenya,United Kingdom of Great Britain and Northern Ireland,Kenya,1,,,,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,,,,,,kenya
10801761712,237738673,,,,,,,,18 to 24,Female,,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,2,,German,,French,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,UK,,,,,,,,,
10801614723,237738673,,,,,,,,25 to 34,Female,,Netherlands,Netherlands,Netherlands,1,English,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,1,,,,,,,,,,,
10801508035,237738673,,,,,,,,25 to 34,Female,,Canada,Canada,Canada,3,English,,Spanish,French,,,,,,,,,,,,English,,,French,,,,,,,,,,,,2,,,,,,,,,,,Canada
10801144727,237738673,,,,,,,,25 to 34,Female,,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,1,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,UK,,,,,,,,,
10801043621,237738673,,,,,,,,18 to 24,Male,,Germany,Netherlands,Germany,2,English,,Spanish,,,,,,,,,,,,,English,German,,,,,,,,,,,,,hungarian,3,,,,Germany,,,,,,,
10801028750,237738673,,,,,,,,25 to 34,Female,,Namibia,Netherlands,Indonesia,5+,English,,Spanish,,,,,,,,,Japanese,,,"Indonesian, Dutch",English,,,,,,,,,,,,,,Indonesian,4,,,,,,,,,,,Indonesia
10801006235,237738673,,,,,,,,25 to 34,Female,,Brazil,Germany,Brazil,3,English,German,,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,3,,,,,,,,,,,Brazil
10800974390,237738673,,,,,,,,18 to 24,Male,,Netherlands,Netherlands,Netherlands,5+,English,German,,French,,,,,,,,,,,Greek and Latin,English,,,,,,,,,,,,,,,1,,,,,,,,,,,The Netherlands
10800809070,237738673,,,,,,,,25 to 34,Female,,Netherlands,Netherlands,Netherlands,3,English,German,,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,1,,,,,,,,,,,Netherlands
10800794747,237738673,,,,,,,,18 to 24,Male,,Netherlands,Netherlands,Netherlands,4,English,German,Spanish,French,,,,,,,,,,,Dutch,English,,,,,,,,,,,,,,dutch,2,,,,,,,,,,,the Netherlands
10800776594,237738673,,,,,,,,35 to 44,Female,,Japan,United Kingdom of Great Britain and Northern Ireland,Japan,1,English,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,,,,,,Japan
10800729090,237738673,,,,,,,,18 to 24,Male,,Netherlands,Netherlands,Netherlands,4,English,German,,French,,,,,,,,,,,Dutch,English,,,,,,,,,,,,,,,1,,,,,,,,,,,the Netherlands
10800612015,237738673,,,,,,,,18 to 24,Male,,Namibia,New Zealand,Netherlands,3,English,German,,,,,,,,,,,,,Dutch,English,,,,,,,,,,,,,,Dutch,4,,,,,,,,,,,"Netherlands, Greece"
10800609876,237738673,,,,,,,,25 to 34,Female,,Turkey,Germany,Turkey,3,English,German,Spanish,,,,,,,,,,,,,English,,,,,,,,,,,,,,,3,,,,,,,,,,,Turkey
10800529215,237738673,,,,,,,,25 to 34,Male,,France,France,France,2,English,,Spanish,,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,France,,,,,
10800437253,237738673,,,,,,,,35 to 44,Female,,United States of America (Midwest),Australia,United States of America (Midwest),1,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,United States,,,,,,,,,,
10800416175,237738673,,,,,,,,35 to 44,Male,,United States of America (Northeast),United States of America (Northeast),United States of America (Northeast),2,English,,,,,,,Hindi,,,,,,,,,,,,,,,Hindi,,,,,,,,1,United States,,,,,,,,,,
10800170245,237738673,,,,,,,,18 to 24,Female,,Netherlands,United Kingdom of Great Britain and Northern Ireland,Netherlands,4,English,German,Spanish,French,,,,,,,,,,,,English,German,,,,,,,,,,,,,,2,,,,,,,,,,,Netherlands 
10800124364,237738673,,,,,,,,18 to 24,Female,,Austria,Austria,Austria,2,English,,,,,,,,,Italian,,,,,,English,,,,,,,,,,,,,,,2,,,Austria,,,,,,,,Finland
10800061384,237738673,,,,,,,,35 to 44,Female,,Kazakhstan,Germany,Russian Federation,2,English,German,,,,,,,,,,,,,,English,German,,,,,,,Russian,,,,,,,3,,,,,,,,Russia,,,
10800058944,237738673,,,,,,,,25 to 34,Female,,Germany,Germany,Germany,3,English,,Spanish,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,3,,,,Germany,,,,,,,"Canada, Norway"
10800033395,237738673,,,,,,,,18 to 24,Female,,Germany,United Kingdom of Great Britain and Northern Ireland,Germany,1,English,German,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,Germany,,,,,,,
10799977565,237738673,,,,,,,,25 to 34,Female,,Germany,Germany,Germany,4,English,,Spanish,,,,,,,Italian,,,,,Greek,English,German,,,,,,,,Italian,,,,,Greek,2,,,,Germany,,,,,,,Greece
10799975249,237738673,,,,,,,,25 to 34,Male,,United Kingdom of Great Britain and Northern Ireland,United States of America (West),United States of America (South),0,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,United States,,,,,,,,,,
10799855782,237738673,,,,,,,,25 to 34,Male,,United States of America (Midwest),United States of America (Northeast),United States of America (Northeast),1,English,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,Only fluent in native language,1,United States,,,,,,,,,,
10799727004,237738673,,,,,,,,18 to 24,Female,,China,China,China,2,English,,,,,,,,,,,Japanese,,,,English,,,,Mandarin,,,,,,,,,,,2,,,,,China,,,,,,
10799717924,237738673,,,,,,,,25 to 34,Female,,Australia,Germany,Australia,3,English,German,,,,,,,,Italian,,,,,,English,German,,,,,,,,,,,,,,3,,UK,,Germany,,,,,,,Australia
10799694507,237738673,,,,,,,,18 to 24,Male,,Austria,Austria,Austria,3,English,German,Spanish,,,,,,,,,,Turkish,,,English,,,,,,,,,,,,,,,3,,,Austria,,,,,,,,
10799656295,237738673,,,,,,,,18 to 24,Female,,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,2,,,Spanish,French,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,UK,,,,,,,,,
10799640023,237738673,,,,,,,,18 to 24,Female,,Netherlands,Netherlands,Netherlands,2,English,,,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,,,,,,Netherlands
10799636785,237738673,,,,,,,,35 to 44,Female,,Russian Federation,Austria,Russian Federation,2,English,German,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,,,Russia,,,
10799562569,237738673,,,,,,,,25 to 34,Female,,Belgium,Belgium,Belgium,4,English,German,Spanish,,,,,,,,,,,,Dutch,English,,,,,,,,,,,,,,Dutch,1,,,,,,,,,,,Belgium
10799524584,237738673,,,,,,,,18 to 24,Male,,United States of America (Northeast),United States of America (Northeast),United States of America (Northeast),1,English,,Spanish,French,,,,,,,,,,,,,,,,,,,,,,,,,,,2,United States,UK,,,,,,,,,Ireland
10799518073,237738673,,,,,,,,35 to 44,Male,,Switzerland,Switzerland,Switzerland,4,English,German,Spanish,French,,,,,,,,,,,,English,,,French,,,,,,,,,,,,1,,,,,,,,,,,Switzerland
10799493959,237738673,,,,,,,,18 to 24,Female,,China,United States of America (South),China,3,English,,,French,Mandarin,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,China,,,,,,
10799485656,237738673,,,,,,,,25 to 34,Male,,Netherlands,Netherlands,Netherlands,3,English,German,,French,,,,,,,,,,,,English,German,,,,,,,,,,,,,,1,,,,,,,,,,,Netherlands
10799469938,237738673,,,,,,,,25 to 34,Female,,Mexico,United Kingdom of Great Britain and Northern Ireland,Mexico,1,English,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,,,,,,Mexico
10799468977,237738673,,,,,,,,35 to 44,Male,,Australia,Singapore,Australia,3,,,,,,,,,Russian,Italian,,Japanese,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
10799462689,237738673,,,,,,,,25 to 34,Female,,Nigeria,Germany,Nigeria,1,,,,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,,,,,,nigeria
10799436372,237738673,,,,,,,,35 to 44,Male,,United Arab Emirates,United Arab Emirates,United Arab Emirates,2,English,,,,,Arabic,,,,,,,,,,English,,,,,Arabic,,,,,,,,,,2,,,,,,,,,,,Uae
10799433038,237738673,,,,,,,,35 to 44,Female,,Philippines,Malaysia,Philippines,1,English,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,2,,,,,,,,,,,Philippines
10799424526,237738673,,,,,,,,18 to 24,Male,,Germany,Netherlands,Germany,3,English,,,French,,,,,,Italian,,,,,,English,,,,,,,,,,,,,,,3,,,,Germany,,,,,,,
10799406111,237738673,,,,,,,,18 to 24,Female,,Australia,Australia,Australia,1,English,,,,,,,,,,,,Turkish,,,,,,,,,,,,,,,Turkish,,,1,,,,,,,,,,,Turkey and australia
10799405098,237738673,,,,,,,,25 to 34,Male,,Peru,Germany,Peru,3,English,German,,,,,,,,,,,,,,English,German,,,,,,,,,,,,,,2,,,,,,,,,,,Peru
10799388953,237738673,,,,,,,,25 to 34,Female,,Singapore,Singapore,Singapore,0,English,,,,,,,,,,,,,,,,,,,Mandarin,,,,,,,,,,,1,,,,,,,,,,,Singapore
10799377947,237738673,,,,,,,,25 to 34,Female,,Netherlands,Netherlands,Netherlands,3,English,German,Spanish,French,,,,,,,,,,,,English,,,,,,,,,,,,,,,1,,,,,,,,,,,Netherlands
10799350134,237738673,,,,,,,,18 to 24,Female,,Indonesia,Indonesia,Indonesia,3,English,,,,Mandarin,,,,,,,,,,Indonesian,English,,,,,,,,,,,,,,,2,,,,,,,,,,,Indonesia
10799309111,237738673,,,,,,,,25 to 34,Female,,Philippines,Japan,Philippines,1,English,,,,,,,,,,,,,,,English,,,,,,,,,,,Japanese,,,,1,,,,,,,,,,,Japan
10799305793,237738673,,,,,,,,35 to 44,Female,,New Zealand,New Zealand,New Zealand,2,English,,,,,,,,,,,,,,Maori,English,,,,,,,,,,,,,,,1,,,,,,,,,,,New Zealand
10799285392,237738673,,,,,,,,18 to 24,Male,,Malaysia,Canada,Germany,5+,English,German,Spanish,,,Arabic,Korean,,,,,,,,Greek,English,German,,,,,Korean,,,,,,,,,5+,,,,,,,,,,Korea,
10799276940,237738673,,,,,,,,18 to 24,Female,,United States of America (South),United States of America (South),United States of America (South),1,,,Spanish,,,,,,,,,,,,,English,,Spanish,,,,,,,,,,,,,1,United States,,,,,,,,,,
10799275993,237738673,,,,,,,,25 to 34,Male,,Malaysia,Canada,Canada,2,English,,,,Mandarin,,,,,,,,,,Cantonese ,English,,,,,,,,,,,,,,Cantonese,2,,,,,,,,,,,Canada
10799252234,237738673,,,,,,,,18 to 24,Female,,United States of America (Midwest),United States of America (West),India,2,English,,Spanish,,,,,Hindi,,,,,,,,,,,,,,,Hindi,,,,,,,,4,United States,,,,,,,,,,
10799247182,237738673,,,,,,,,25 to 34,Male,,United States of America (Northeast),United States of America (Midwest),United States of America (Midwest),1,English,German,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,1,United States,,,,,,,,,,
10799223183,237738673,,,,,,,,18 to 24,Female,,United States of America (Northeast),United States of America (Northeast),United Kingdom of Great Britain and Northern Ireland,3,,,Spanish,French,,,,,,,,,,,Latin,,,,,,,,,,,,,,,,2,United States,UK,,,,,,,,,
10799222543,237738673,,,,,,,,18 to 24,Female,,United Kingdom of Great Britain and Northern Ireland,United States of America (Northeast),United Kingdom of Great Britain and Northern Ireland,1,,,,French,,,,,,,,,,,,,,,,,,,,,,,,,,,2,United States,UK,,,,,,,,,
10799168227,237738673,,,,,,,,18 to 24,Female,,United States of America (Northeast),United States of America (Northeast),United States of America (Northeast),1,English,,,French,,,,,,,,,,,,,,,,,,,,,,,,,,,1,United States,,,,,,,,,,
10799165696,237738673,,,,,,,,18 to 24,Male,,United States of America (Northeast),United States of America (South),United States of America (Northeast),3,English,,Spanish,French,,,,,,,,,,,Hebrew ,,,,,,,,,,,,,,,,1,United States,,,,,,,,,,
10799163510,237738673,,,,,,,,18 to 24,Male,,Republic of Korea,Austria,Austria,5+,English,German,Spanish,,Mandarin,,Korean,,,,,,,,,English,German,Spanish,,Mandarin,,,,,,,,,,,4,,,Austria,,,,,,,Korea,
10799156856,237738673,,,,,,,,18 to 24,Female,,United States of America (South),United States of America (South),United Kingdom of Great Britain and Northern Ireland,2,,German,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,United States,,,,,,,,,,
